STATION,NAME,LATITUDE,LONGITUDE,ELEVATION,DATE - first day of week to last day,AWND - avg wind speed mph,avg precipitation in,total precipitation recorded in,avg snowfall in,total snowfall in,TAVG - avg temp F,avg max temp F,abs max temp F,avg min temp F,abs min temp F,avg temp between min and max (using columns M and O)
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-03-25 : 2018-03-31,6.447258065,0,0,0,0,54.25448029,46.33333333,56,26.66666667,20,36.5
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-04-01 : 2018-04-07,8.107,0,0,0,0,61.96666667,61,64,34.28571429,21,47.64285714
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-04-08 : 2018-04-14,8.107,0,0,0,0,61.96666667,61.14285714,67,34.57142857,30,47.85714286
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-04-15 : 2018-04-21,8.107,0,0,0,0,61.96666667,55.5,68,28.66666667,23,42.08333333
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-04-22 : 2018-04-28,8.107,0,0,0,0,61.96666667,64.6,67,35,32,49.8
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-04-29 : 2018-05-05,8.51430292,0.01285714286,0.09,0,0,62.61953405,54.33333333,65,32.66666667,27,43.5
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-05-06 : 2018-05-12,8.921605839,0,0,0,0,63.27240143,71,77,43.85714286,38,57.42857143
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-05-13 : 2018-05-19,8.921605839,0,0,0,0,63.27240143,59,64,35.28571429,28,47.14285714
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-05-20 : 2018-05-26,8.921605839,0,0,0,0,63.27240143,60.8,62,38.4,34,49.6
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-05-27 : 2018-06-02,8.435219586,0,0,0,0,68.38434887,64,69,39,33,51.5
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-06-03 : 2018-06-09,7.948833333,0,0,0,0,73.4962963,72.71428571,75,42.71428571,40,57.71428571
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-06-10 : 2018-06-16,7.948833333,0,0,0,0,73.4962963,74,77,48.14285714,44,61.07142857
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-06-17 : 2018-06-23,7.948833333,0,0,0,0,73.4962963,74.14285714,81,45.71428571,40,59.92857143
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-06-24 : 2018-06-30,7.948833333,0,0,0,0,73.4962963,77.14285714,80,46.28571429,44,61.71428571
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-07-01 : 2018-07-07,7.331451613,0,0,0,0,82.34408602,75.71428571,81,45.85714286,42,60.78571429
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-07-08 : 2018-07-14,7.331451613,0.3128571429,2.19,0,0,82.34408602,72.28571429,80,52,47,62.14285714
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-07-15 : 2018-07-21,7.331451613,0,0,0,0,82.34408602,74.42857143,77,52.57142857,51,63.5
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-07-22 : 2018-07-28,7.331451613,0,0,0,0,82.34408602,77,80,51.25,48,64.125
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-07-29 : 2018-08-04,7.304517473,0,0,0,0,80.96774194,77.5,88,54.5,53,66
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-08-05 : 2018-08-11,7.277583333,0,0,0,0,79.59139785,78.42857143,82,50.28571429,46,64.35714286
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-08-12 : 2018-08-18,7.277583333,0.08714285714,0.61,0,0,79.59139785,72.42857143,75,49.14285714,47,60.78571429
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-08-19 : 2018-08-25,7.277583333,0,0,0,0,79.59139785,72.85714286,75,50.42857143,47,61.64285714
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-08-26 : 2018-09-01,6.883166667,0,0,0,0,77.76421745,75,77,48.14285714,43,61.57142857
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-09-02 : 2018-09-08,6.48875,0,0,0,0,75.93703704,70,74,45,42,57.5
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-09-09 : 2018-09-15,6.48875,0,0,0,0,75.93703704,78,78,52,52,65
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-09-16 : 2018-09-22,6.48875,0,0,0,0,75.93703704,72.46666667,77.66666667,46.66666667,45.33333333,59.56666667
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-09-23 : 2018-09-29,6.48875,0,0,0,0,75.93703704,66.93333333,77.33333333,41.33333333,38.66666667,54.13333333
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-09-30 : 2018-10-06,6.270786291,0.03571428571,0.25,0,0,70.17640383,61.4,77,36,32,48.7
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-10-07 : 2018-10-13,6.052822581,0.1242857143,0.87,0,0,64.41577061,52.14285714,55,31.42857143,28,41.78571429
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-10-14 : 2018-10-20,6.052822581,0.02142857143,0.15,0,0,64.41577061,46.42857143,50,27,14,36.71428571
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-10-21 : 2018-10-27,6.052822581,0,0,0,0,64.41577061,55.85714286,66,32,28,43.92857143
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-10-28 : 2018-11-03,5.494536291,0,0,0,0,60.85603346,59.42857143,70,38.71428571,29,49.07142857
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-11-04 : 2018-11-10,4.93625,0,0,0,0,57.2962963,61,70,36,21,48.5
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-11-11 : 2018-11-17,4.93625,0,0,0,0,57.2962963,48,53,26.85714286,25,37.42857143
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-11-18 : 2018-11-24,4.93625,0,0,0,0,57.2962963,49.14285714,55,27.14285714,21,38.14285714
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-11-25 : 2018-12-01,4.692059426,1.428571429,10,4.75,9.5,53.73596177,49.42857143,56,31,19,40.21428571
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-12-02 : 2018-12-08,4.447868852,0.7257142857,5.08,9,27,50.17562724,42.14285714,47,22.14285714,12,32.14285714
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-12-09 : 2018-12-15,4.447868852,0,0,0,0,50.17562724,49.14285714,55,21,12,35.07142857
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-12-16 : 2018-12-22,4.447868852,0,0,0,0,50.17562724,52.28571429,60,27.42857143,22,39.85714286
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-12-23 : 2018-12-29,4.447868852,0.02857142857,0.2,0.1,0.5,50.17562724,42,55,17.71428571,7,29.85714286
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2018-12-30 : 2019-01-05,4.689982813,0.02142857143,0.15,0.1428571429,1,50.04301076,39.42857143,51,13.42857143,5,26.42857143
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-01-06 : 2019-01-12,4.932096774,0.1071428571,0.75,1.542857143,10.8,49.91039427,45.85714286,51,23.14285714,18,34.5
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-01-13 : 2019-01-19,4.932096774,0.3657142857,2.56,3.128571429,21.9,49.91039427,39,47,24.42857143,15,31.71428571
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-01-20 : 2019-01-26,4.932096774,0,0,0,0,49.91039427,46,51,17,-5,31.5
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-01-27 : 2019-02-02,5.226316244,0.1385714286,0.97,0.5142857143,3.6,47.04249872,48.14285714,59,28.28571429,22,38.21428571
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-02-03 : 2019-02-09,5.520535714,0.3657142857,2.56,6.285714286,44,44.17460317,34.28571429,43,16.14285714,8,25.21428571
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-02-10 : 2019-04-03,6.12546947,0.01714285714,0.12,0.6,3,48.45289299,42.33333333,54,19.5,10,30.91666667
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-04-04 : 2019-04-10,8.312083333,0,0,0,0,60.41635688,49.6,54,28.6,25,39.1
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-04-11 : 2019-04-17,8.312083333,0,0,0,0,60.41635688,49.28571429,58,28.85714286,26,39.07142857
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-04-18 : 2019-04-24,8.312083333,0,0,0,0,60.41635688,59.8,62,36.2,34,48
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-04-25 : 2019-05-01,8.533236789,0,0,0,0,59.2826121,62.85714286,66,38.28571429,36,50.57142857
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-05-02 : 2019-05-08,8.754390244,0,0,0,0,58.14886731,59,62,30.8,29,44.9
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-05-09 : 2019-05-15,8.754390244,0,0,0,0,58.14886731,54.42857143,61,35.57142857,31,45
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-05-16 : 2019-05-22,8.754390244,0.08142857143,0.57,0.2571428571,1.8,58.14886731,49.71428571,61,28.14285714,20,38.92857143
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-05-23 : 2019-05-29,8.754390244,0.1,0.7,0.5714285714,4,58.14886731,46.85714286,51,27.85714286,25,37.35714286
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-05-30 : 2019-06-05,8.277618851,0,0,0,0,64.66332255,60.28571429,69,36.57142857,32,48.42857143
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-06-06 : 2019-06-12,7.800847458,0,0,0,0,71.17777778,70,74,42.14285714,38,56.07142857
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-06-13 : 2019-06-19,7.800847458,0,0,0,0,71.17777778,72.66666667,76,46.16666667,42,59.41666667
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-06-20 : 2019-06-26,7.800847458,0,0,0,0,71.17777778,70.28571429,74,42.85714286,39,56.57142857
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-06-27 : 2019-07-03,7.754697923,0,0,0,0,74.77885305,73.71428571,76,42.14285714,39,57.92857143
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-07-04 : 2019-07-10,7.708548387,0,0,0,0,78.37992832,71.71428571,75,42.85714286,40,57.28571429
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-07-11 : 2019-07-17,7.708548387,0,0,0,0,78.37992832,78.14285714,80,48.14285714,42,63.14285714
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-07-18 : 2019-07-24,7.708548387,0.002857142857,0.02,0,0,78.37992832,77.28571429,82,51.71428571,46,64.5
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-07-25 : 2019-07-31,7.708548387,0.004285714286,0.03,0,0,78.37992832,76.71428571,82,50.71428571,48,63.71428571
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-08-01 : 2019-08-07,6.767073171,0,0,0,0,79.75268817,77,79,52.71428571,49,64.85714286
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-08-08 : 2019-08-14,6.767073171,0,0,0,0,79.75268817,74,75,45.42857143,40,59.71428571
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-08-15 : 2019-08-21,6.767073171,0,0,0,0,79.75268817,78.42857143,80,44.57142857,42,61.5
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-08-22 : 2019-08-28,6.767073171,0,0,0,0,79.75268817,78.42857143,80,50.57142857,48,64.5
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-08-29 : 2019-09-04,6.686661586,0.2285714286,1.6,0,0,76.25782557,77,79,48.14285714,41,62.57142857
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-09-06 : 2019-10-12,6.439254033,0.02,0.14,0,0,68.72377539,68.71428571,74,36,26,52.35714286
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-10-13 : 2019-10-19,6.272258065,0,0,0,0,64.68458781,65.85714286,70,31.71428571,21,48.78571429
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-10-20 : 2019-10-26,6.272258065,0,0,0,0,64.68458781,65.42857143,70,37.71428571,35,51.57142857
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-10-27 : 2019-11-02,5.509795699,0,0,0,0,61.21451613,64.42857143,68,28,21,46.21428571
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-11-03 : 2019-11-09,4.747333333,0,0,0,0,57.74444444,59.85714286,68,28.57142857,28,44.21428571
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-11-10 : 2019-11-16,4.747333333,0,0,0,0,57.74444444,60.33333333,63,31.5,28,45.91666667
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-11-17 : 2019-11-23,4.747333333,0.1285714286,0.9,0.1285714286,0.9,57.74444444,45.28571429,62,25.28571429,11,35.28571429
USC00045091,"LONG VALLEY 2, CA US",33.81299,-116.64193,2554.2,2019-11-24 : 2019-11-30,4.747333333,0.2928571429,2.05,3.357142857,23.5,57.74444444,35.14285714,45,11.14285714,-10,23.14285714
