"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","AWND","AWND_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WESF","WESF_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT02","WT02_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-12",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-13",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-14",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-15",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-16",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-17",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-18",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-19",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-20",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-21",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-22",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-23",,,,,,,"0.00","T,,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-24",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-25",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-26",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-27",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-28",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-29",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-06-30",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-01",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-02",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-03",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-04",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-05",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-06",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-07",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-08",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-09",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-10",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-11",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-12",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-13",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-14",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-15",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-16",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-17",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-18",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-19",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-20",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-21",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-22",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-23",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-24",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-25",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-26",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-27",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-28",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-29",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-30",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-07-31",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-01",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-02",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-03",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-04",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-05",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-06",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-07",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-08",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-09",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-10",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-11",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-12",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-13",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-14",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-15",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-16",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-17",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-18",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-19",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-20",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-21",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-22",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-23",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-24",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-25",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-26",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-27",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-28",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-29",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-30",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-08-31",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-01",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-02",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-03",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-04",,,,,,,"0.03",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-05",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-06",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-07",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-08",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-09",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-10",,,,,,,"0.20",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-11",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-12",,,,,,,"0.51",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-13",,,,,,,"1.75",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-14",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-15",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-16",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-17",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-18",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-19",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-20",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-21",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-22",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-23",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"US1CARV0081","TEMESCAL VALLEY 2.0 E, CA US","33.767417","-117.451456","409.3","2022-09-24",,,,,,,"0.00",",,N","0.0",",,N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
